USER_ID,YOB,Gender,Income,HouseholdStatus,EducationLevel,Party,Q124742,Q124122,Q123464,Q123621,Q122769,Q122770,Q122771,Q122120,Q121699,Q121700,Q120978,Q121011,Q120379,Q120650,Q120472,Q120194,Q120012,Q120014,Q119334,Q119851,Q119650,Q118892,Q118117,Q118232,Q118233,Q118237,Q117186,Q117193,Q116797,Q116881,Q116953,Q116601,Q116441,Q116448,Q116197,Q115602,Q115777,Q115610,Q115611,Q115899,Q115390,Q114961,Q114748,Q115195,Q114517,Q114386,Q113992,Q114152,Q113583,Q113584,Q113181,Q112478,Q112512,Q112270,Q111848,Q111580,Q111220,Q110740,Q109367,Q108950,Q109244,Q108855,Q108617,Q108856,Q108754,Q108342,Q108343,Q107869,Q107491,Q106993,Q106997,Q106272,Q106388,Q106389,Q106042,Q105840,Q105655,Q104996,Q103293,Q102906,Q102674,Q102687,Q102289,Q102089,Q101162,Q101163,Q101596,Q100689,Q100680,Q100562,Q99982,Q100010,Q99716,Q99581,Q99480,Q98869,Q98578,Q98059,Q98078,Q98197,Q96024
3420,1975,Female,"over $150,000",Married (w/kids),Bachelor's Degree,Republican,No,No,No,No,No,Yes,Private,No,Yes,No,Yes,No,Yes,Yes,Science,Try first,Yes,Yes,Yes,No,Receiving,No,Yes,Idealist,No,No,,,,,,Yes,No,No,P.M.,Yes,End,Yes,Yes,Circumstances,,,Yes,Yes,Yes,Mysterious,,,Talk,People,Yes,Yes,Yes,No,No,Supportive,No,Mac,Yes,Risk-friendly,,,No,,No,,,,Yes,Yes,Yay people!,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Own,Optimist,Dad,No,No,Yes,Yes,Check!,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes
3421,1977,Male,"over $150,000",Married (w/kids),Doctoral Degree,Republican,No,No,No,Yes,No,Yes,Public,Yes,No,No,Yes,Yes,Yes,Yes,Science,Study first,Yes,Yes,Yes,No,Giving,No,No,Idealist,No,No,Cool headed,Odd hours,No,Happy,No,Yes,Yes,No,P.M.,Yes,Start,Yes,Yes,Me,No,No,Yes,Yes,No,TMI,No,Yes,Talk,Technology,Yes,No,No,No,Yes,Supportive,Yes,Mac,Yes,Risk-friendly,No,Yes!,No,Socialize,No,In-person,No,Yes,Yes,No,Yay people!,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,Own,Optimist,Dad,Yes,Yes,Yes,Yes,Check!,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes
3422,1978,Male,"$25,001 - $50,000",Single (no kids),Master's Degree,Republican,,,No,Yes,Yes,Yes,Public,No,No,No,No,Yes,Yes,Yes,Science,Study first,Yes,Yes,Yes,No,Giving,Yes,Yes,Pragmatist,Yes,No,Cool headed,Standard hours,No,Happy,No,Yes,No,No,A.M.,Yes,Start,Yes,Yes,Me,Yes,Yes,No,No,Yes,Mysterious,No,Yes,Tunes,People,Yes,Yes,Yes,No,Yes,Supportive,Yes,Mac,Yes,Risk-friendly,No,Yes!,No,Space,No,In-person,No,No,Yes,Yes,Grrr people,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Rent,Optimist,Dad,Yes,Yes,Yes,Yes,Check!,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes
3423,1992,Female,"under $25,000",Single (no kids),,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,Standard hours,No,,,Yes,No,Yes,A.M.,Yes,End,Yes,No,Me,No,Yes,Yes,Yes,No,Mysterious,No,,Tunes,Technology,,Yes,Yes,,Yes,Demanding,,PC,,,,,,,,,,,Yes,Yes,Grrr people,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Own,,,No,,,,,Yes,,,,,,Yes,No,Yes,Yes
3425,1980,Male,"$25,001 - $50,000",Domestic Partners (no kids),,Democrat,No,No,No,No,No,No,Public,No,Yes,No,Yes,Yes,Yes,Yes,Art,Study first,Yes,Yes,Yes,Yes,Receiving,Yes,No,Idealist,No,No,Cool headed,Standard hours,No,Happy,Yes,Yes,Yes,Yes,P.M.,Yes,End,No,No,Circumstances,No,Yes,Yes,Yes,No,TMI,No,Yes,Talk,People,No,No,Yes,No,Yes,Supportive,Yes,Mac,Yes,Cautious,Yes,Umm...,No,Socialize,Yes,In-person,Yes,Yes,Yes,Yes,Yay people!,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Rent,Optimist,Dad,No,No,No,Yes,Check!,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes
3426,1949,Female,"$100,001 - $150,000",Married (w/kids),,Democrat,No,Yes,No,No,Yes,Yes,Private,No,Yes,No,No,Yes,No,Yes,Science,Study first,No,No,Yes,Yes,Giving,Yes,No,Pragmatist,No,No,Cool headed,Standard hours,No,Happy,Yes,Yes,No,No,A.M.,Yes,End,Yes,Yes,Circumstances,No,No,No,Yes,Yes,TMI,No,Yes,Talk,People,No,Yes,Yes,No,Yes,Demanding,No,,Yes,Cautious,Yes,Yes!,No,Space,No,In-person,No,Yes,Yes,No,Yay people!,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Own,Optimist,Mom,No,No,Yes,No,Check!,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes
3427,1975,Male,"$25,001 - $50,000",Single (w/kids),Master's Degree,Democrat,Yes,Yes,No,No,No,No,Public,No,Yes,Yes,Yes,Yes,No,Yes,Art,Try first,No,No,No,No,Giving,No,No,Idealist,No,No,Hot headed,Standard hours,No,Right,Yes,Yes,No,Yes,P.M.,Yes,Start,Yes,No,Me,No,Yes,No,Yes,Yes,Mysterious,Yes,No,Talk,Technology,Yes,No,Yes,Yes,No,Demanding,No,Mac,Yes,Cautious,No,Yes!,No,Space,No,In-person,No,Yes,Yes,Yes,Grrr people,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,Rent,Optimist,Mom,Yes,No,No,Yes,Check!,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes
3429,1968,Male,"$100,001 - $150,000",Married (w/kids),Master's Degree,Republican,,Yes,No,Yes,No,No,Public,Yes,No,No,Yes,Yes,No,No,Art,,No,No,,No,,No,Yes,Pragmatist,No,Yes,Cool headed,Standard hours,No,Right,Yes,No,Yes,Yes,P.M.,No,End,No,No,Me,Yes,Yes,Yes,No,Yes,Mysterious,Yes,No,Talk,Technology,No,No,No,No,No,Demanding,No,PC,Yes,Cautious,No,Umm...,No,Socialize,No,Online,Yes,Yes,Yes,No,Grrr people,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No,Own,Pessimist,Dad,No,Yes,No,Yes,Nope,Yes,No,No,Yes,No,No,Only-child,No,No,No
3430,1985,Male,"$25,001 - $50,000",Single (w/kids),,Democrat,No,Yes,No,Yes,Yes,No,Public,Yes,Yes,No,Yes,Yes,No,Yes,Art,Try first,Yes,Yes,Yes,No,Giving,No,No,Idealist,Yes,No,Cool headed,Odd hours,Yes,Right,No,Yes,No,No,P.M.,Yes,Start,No,Yes,Me,No,No,No,Yes,No,Mysterious,No,No,Tunes,People,Yes,Yes,Yes,Yes,No,Supportive,No,,No,Cautious,No,Yes!,No,Space,No,Online,Yes,No,Yes,Yes,Grrr people,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Rent,Optimist,Mom,Yes,Yes,No,Yes,Nope,No,No,No,Yes,,No,Yes,Yes,Yes,Yes
3431,1962,Female,"$25,001 - $50,000",Married (no kids),High School Diploma,Democrat,,No,No,No,,,,,,,,,,,,,No,No,Yes,Yes,Giving,Yes,Yes,Pragmatist,No,No,Cool headed,Standard hours,Yes,Happy,No,Yes,No,No,P.M.,Yes,Start,Yes,Yes,Circumstances,No,,,No,Yes,Mysterious,No,No,Talk,People,Yes,,,,,,,,,Cautious,,,,,,,,Yes,No,No,Yay people!,Yes,,No,Yes,,,No,No,No,No,Yes,No,Own,Optimist,Dad,No,Yes,Yes,No,Check!,Yes,No,No,Yes,,No,Yes,No,Yes,Yes
3432,1963,Male,,Married (w/kids),Bachelor's Degree,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,Circumstances,,No,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3433,1993,Male,"$50,000 - $74,999",Single (no kids),Current Undergraduate,Democrat,No,Yes,No,No,Yes,No,Private,Yes,Yes,No,Yes,Yes,No,Yes,Science,Try first,No,Yes,Yes,Yes,Receiving,Yes,Yes,Pragmatist,Yes,No,Hot headed,Standard hours,No,Right,No,No,Yes,Yes,P.M.,No,End,Yes,Yes,Me,Yes,Yes,Yes,No,No,Mysterious,Yes,Yes,Tunes,Technology,Yes,No,Yes,No,Yes,Supportive,No,PC,Yes,Risk-friendly,No,Yes!,No,Socialize,No,In-person,No,Yes,Yes,Yes,Grrr people,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,Own,Optimist,Mom,Yes,Yes,No,Yes,Nope,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes
3434,1996,Male,,Single (no kids),,Republican,,,No,No,,,,,No,No,No,No,,,,Study first,No,Yes,,No,,,,,,,,,,,,,No,Yes,,,,,,,,,,,No,Mysterious,,No,,,,No,Yes,Yes,Yes,Supportive,,PC,Yes,,,,,,,In-person,No,Yes,Yes,Yes,Grrr people,,,,,,Yes,,,,,,,,,,,No,No,Yes,Check!,Yes,,,,,,,,,
3435,1964,Male,"$100,001 - $150,000",Married (w/kids),,Republican,No,Yes,No,Yes,No,Yes,Private,No,Yes,No,No,Yes,No,Yes,Science,Study first,Yes,Yes,No,No,Giving,Yes,No,Idealist,Yes,No,Cool headed,Odd hours,Yes,Happy,No,Yes,No,No,A.M.,No,End,Yes,,Me,Yes,No,No,Yes,Yes,Mysterious,No,Yes,Talk,People,Yes,No,Yes,Yes,No,Demanding,No,PC,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3436,1956,Female,"$75,000 - $100,000",Single (no kids),Bachelor's Degree,Democrat,,No,No,Yes,Yes,Yes,Private,No,Yes,No,No,No,No,Yes,Art,Study first,No,No,Yes,Yes,Giving,Yes,No,Pragmatist,No,No,,,,,,,,,,Yes,Start,Yes,No,Circumstances,No,No,Yes,Yes,Yes,TMI,No,Yes,Tunes,Technology,Yes,,,,Yes,,,,,,,,No,,,Online,No,Yes,Yes,Yes,Yay people!,Yes,No,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Own,,,,Yes,No,,Check!,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No
3437,1989,Male,"$50,000 - $74,999",Single (no kids),High School Diploma,Republican,No,No,No,No,Yes,Yes,Public,Yes,Yes,No,Yes,Yes,No,Yes,Science,Study first,Yes,No,Yes,Yes,Giving,,Yes,Pragmatist,Yes,Yes,Cool headed,Standard hours,No,Happy,No,Yes,No,,A.M.,No,Start,No,Yes,Me,Yes,No,Yes,Yes,No,Mysterious,No,No,Tunes,Technology,No,No,Yes,Yes,No,Supportive,No,PC,No,Cautious,No,Yes!,No,Space,No,In-person,No,No,No,Yes,Grrr people,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,Own,Pessimist,Dad,No,Yes,No,No,Nope,Yes,No,No,Yes,Yes,Yes,Yes,,No,No
3438,1979,Male,"$50,000 - $74,999",Married (w/kids),High School Diploma,Republican,No,Yes,No,Yes,No,No,Public,Yes,Yes,No,No,No,No,No,Science,Study first,No,No,No,Yes,Giving,No,No,Pragmatist,Yes,Yes,Hot headed,Odd hours,No,Happy,Yes,Yes,Yes,No,P.M.,No,End,Yes,Yes,Me,Yes,No,Yes,Yes,Yes,TMI,Yes,No,Talk,Technology,Yes,Yes,Yes,No,No,Demanding,No,Mac,Yes,Risk-friendly,No,Yes!,No,Socialize,No,In-person,Yes,Yes,Yes,No,Grrr people,Yes,No,No,,No,No,No,Yes,No,Yes,No,No,Own,Optimist,Mom,Yes,Yes,Yes,Yes,Nope,Yes,No,No,Yes,Yes,No,Only-child,Yes,Yes,Yes
3439,1980,Female,"$75,000 - $100,000",Married (w/kids),Master's Degree,Democrat,,Yes,,No,No,Yes,Public,No,Yes,No,Yes,No,Yes,Yes,Science,Try first,No,No,Yes,No,Giving,Yes,No,Idealist,No,No,Hot headed,Odd hours,Yes,Happy,No,Yes,No,No,A.M.,Yes,Start,Yes,No,Circumstances,No,No,Yes,No,No,TMI,No,Yes,Talk,People,Yes,No,No,Yes,No,Supportive,No,PC,No,Risk-friendly,Yes,Yes!,No,Socialize,Yes,Online,No,Yes,No,Yes,Yay people!,Yes,Yes,No,No,Yes,No,Yes,No,No,No,Yes,Yes,Own,Optimist,Mom,Yes,Yes,Yes,Yes,Check!,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No
3440,1976,Male,"$100,001 - $150,000",Married (w/kids),Bachelor's Degree,Republican,Yes,No,No,Yes,No,Yes,Public,No,Yes,No,No,Yes,Yes,Yes,Art,Study first,Yes,Yes,Yes,Yes,Giving,Yes,No,Pragmatist,Yes,No,Cool headed,Standard hours,Yes,Right,Yes,Yes,Yes,No,P.M.,Yes,Start,No,Yes,Me,Yes,Yes,Yes,Yes,No,Mysterious,Yes,No,Tunes,Technology,Yes,Yes,Yes,Yes,No,Demanding,No,PC,Yes,Risk-friendly,No,Umm...,No,Space,No,In-person,No,No,Yes,Yes,Grrr people,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Own,Optimist,Dad,Yes,No,Yes,Yes,Check!,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
3441,1984,Male,"$50,000 - $74,999",Married (no kids),High School Diploma,Republican,Yes,No,No,Yes,Yes,No,Public,No,Yes,No,Yes,Yes,No,Yes,Science,Study first,No,Yes,Yes,No,Giving,Yes,Yes,Pragmatist,Yes,No,Cool headed,Odd hours,No,Happy,Yes,Yes,No,No,P.M.,No,Start,Yes,Yes,Me,Yes,No,No,Yes,No,TMI,Yes,Yes,Talk,Technology,No,No,,,Yes,Supportive,No,,Yes,Risk-friendly,No,Yes!,No,Socialize,No,In-person,Yes,Yes,Yes,,Yay people!,Yes,No,No,No,No,No,No,No,No,,,,,Optimist,Dad,Yes,No,No,No,Nope,No,No,No,Yes,Yes,No,Yes,Yes,No,No
3442,1970,Male,"$100,001 - $150,000",Single (no kids),Master's Degree,Democrat,Yes,No,No,,Yes,No,Public,,Yes,,No,Yes,,,,,No,No,No,Yes,Giving,,No,Idealist,No,,,,,,,,,,,,,,,,,,Yes,,No,TMI,No,No,Tunes,Technology,,,,,,,No,,Yes,Risk-friendly,,Umm...,,,Yes,,,,Yes,Yes,Yay people!,Yes,Yes,No,Yes,Yes,Yes,No,No,,,,,,,,,Yes,,,Check!,No,No,No,No,No,No,Only-child,No,No,Yes
3443,1992,Male,"$25,001 - $50,000",Single (no kids),High School Diploma,Republican,,Yes,,,No,No,Public,Yes,,,No,,,,,,No,Yes,,No,Receiving,,,Idealist,Yes,Yes,Cool headed,Odd hours,No,Happy,No,Yes,No,No,A.M.,No,,Yes,,,,No,Yes,Yes,No,Mysterious,Yes,,Tunes,People,No,No,Yes,Yes,No,Supportive,No,PC,Yes,,No,,Yes,,,Online,No,Yes,,No,Grrr people,No,No,Yes,No,,No,Yes,Yes,,,,No,Rent,,,No,,No,Yes,Nope,Yes,No,No,Yes,,No,Yes,Yes,No,No
3444,1975,Male,"$50,000 - $74,999",Single (no kids),Associate's Degree,Republican,No,No,No,,Yes,Yes,Public,,Yes,No,Yes,,No,,,Study first,Yes,Yes,No,No,,,No,Pragmatist,Yes,No,Cool headed,Odd hours,Yes,Happy,Yes,Yes,No,No,P.M.,Yes,,No,Yes,Me,Yes,Yes,No,Yes,No,Mysterious,No,No,Tunes,People,No,No,Yes,,No,Supportive,No,Mac,No,Cautious,,Umm...,No,Space,No,,Yes,Yes,Yes,Yes,Grrr people,Yes,No,No,No,No,No,No,,,Yes,Yes,Yes,Own,Pessimist,Dad,No,No,Yes,Yes,,,,,Yes,No,Yes,,,,Yes
3445,1995,Male,"$100,001 - $150,000",Single (no kids),Current Undergraduate,Democrat,No,No,No,No,No,Yes,Public,No,No,No,Yes,Yes,No,Yes,Art,Study first,Yes,No,Yes,Yes,Receiving,Yes,No,Pragmatist,No,No,Cool headed,Standard hours,No,Right,Yes,Yes,No,No,P.M.,Yes,End,Yes,No,Circumstances,Yes,No,No,No,No,Mysterious,No,No,Tunes,People,No,No,Yes,Yes,No,Supportive,No,Mac,No,Cautious,Yes,Yes!,No,Space,No,In-person,No,Yes,Yes,Yes,Grrr people,No,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,Own,Optimist,Mom,No,No,No,Yes,Nope,No,No,No,No,Yes,No,Yes,No,No,No
3447,1962,Female,"under $25,000",Single (no kids),Associate's Degree,Democrat,,,Yes,No,No,Yes,Public,No,Yes,No,Yes,No,No,Yes,Science,Study first,Yes,No,,Yes,,Yes,Yes,Idealist,No,Yes,Hot headed,Standard hours,Yes,Happy,No,No,No,Yes,P.M.,Yes,Start,No,No,Circumstances,Yes,No,Yes,Yes,No,TMI,No,No,Talk,Technology,No,Yes,Yes,Yes,No,Demanding,No,PC,Yes,Cautious,Yes,Umm...,No,Space,Yes,Online,No,No,Yes,No,Grrr people,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,Own,Pessimist,Dad,No,Yes,Yes,Yes,Nope,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No
3448,1988,Female,"under $25,000",Single (no kids),,Democrat,Yes,Yes,No,Yes,Yes,Yes,Private,No,Yes,No,Yes,Yes,No,Yes,Art,Study first,Yes,Yes,Yes,No,Giving,Yes,No,Pragmatist,No,No,Hot headed,Standard hours,No,Happy,Yes,Yes,No,No,P.M.,Yes,End,Yes,No,Circumstances,Yes,Yes,Yes,Yes,No,Mysterious,Yes,No,Tunes,People,Yes,Yes,Yes,Yes,No,Supportive,Yes,PC,No,Cautious,Yes,Umm...,No,Space,No,In-person,Yes,Yes,Yes,Yes,Yay people!,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,No,Rent,Optimist,Mom,No,No,Yes,Yes,Check!,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No
3449,1990,Female,"$25,001 - $50,000",Married (no kids),Master's Degree,Republican,,No,No,No,No,No,Public,Yes,Yes,No,Yes,Yes,Yes,Yes,Art,Try first,Yes,Yes,Yes,Yes,Receiving,No,Yes,Pragmatist,No,No,Cool headed,Standard hours,No,Happy,Yes,Yes,No,No,,Yes,End,Yes,Yes,Circumstances,Yes,No,Yes,Yes,No,Mysterious,No,No,Tunes,People,Yes,No,Yes,No,Yes,Supportive,No,Mac,Yes,Cautious,No,Yes!,No,Socialize,No,In-person,Yes,Yes,Yes,Yes,Yay people!,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Rent,Pessimist,Dad,No,Yes,,Yes,Nope,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes
3450,1994,Male,"$25,001 - $50,000",Single (no kids),Current Undergraduate,Democrat,Yes,Yes,No,Yes,No,Yes,Public,Yes,Yes,No,Yes,Yes,No,Yes,Science,Try first,Yes,Yes,Yes,No,Receiving,No,No,Idealist,Yes,No,Hot headed,Odd hours,,Happy,Yes,Yes,Yes,Yes,A.M.,Yes,Start,Yes,No,Me,Yes,No,No,Yes,Yes,TMI,No,Yes,Tunes,People,No,No,Yes,Yes,No,Supportive,Yes,Mac,No,Risk-friendly,No,Yes!,Yes,Space,No,Online,Yes,No,Yes,No,Grrr people,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Rent,Pessimist,Mom,No,No,Yes,Yes,Nope,Yes,No,No,Yes,No,No,Yes,No,No,No
3452,1986,,"$25,001 - $50,000",,,Democrat,No,No,No,No,No,Yes,Private,No,Yes,No,Yes,Yes,No,Yes,Science,Study first,No,Yes,Yes,No,Receiving,Yes,Yes,Pragmatist,No,No,,,Yes,Right,No,Yes,No,Yes,P.M.,No,End,Yes,Yes,Circumstances,Yes,Yes,No,Yes,No,Mysterious,No,No,Tunes,Technology,No,No,Yes,,No,Supportive,No,Mac,Yes,Risk-friendly,No,Yes!,No,Socialize,No,In-person,Yes,Yes,No,Yes,Yay people!,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,,Pessimist,Dad,Yes,No,No,Yes,Check!,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No
3453,1942,Male,"$75,000 - $100,000",Married (w/kids),Bachelor's Degree,Republican,,Yes,No,No,,,,No,No,No,No,No,No,Yes,Science,,Yes,Yes,Yes,Yes,Giving,Yes,,,,,,,,,,,,,P.M.,Yes,End,Yes,Yes,Me,No,Yes,Yes,No,No,TMI,No,No,Talk,Technology,Yes,Yes,Yes,Yes,Yes,Supportive,No,PC,No,Cautious,No,Umm...,No,Space,No,,Yes,Yes,Yes,Yes,Grrr people,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Own,Pessimist,Mom,Yes,Yes,No,No,Nope,Yes,No,No,Yes,Yes,No,Only-child,Yes,Yes,Yes
3456,1981,Female,"$50,000 - $74,999",Single (no kids),Bachelor's Degree,Democrat,,,,,,,,,,,,,,,,,,,,,,,No,Idealist,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Supportive,,PC,,,,,No,,,,,,Yes,Yes,Yay people!,No,No,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,No,Yes,Rent,Optimist,Mom,No,Yes,Yes,No,Nope,Yes,No,,,,,Yes,No,No,Yes
3457,1991,Male,"$25,001 - $50,000",Single (no kids),Bachelor's Degree,Republican,Yes,Yes,No,Yes,No,Yes,Public,No,Yes,No,Yes,Yes,No,Yes,Science,Try first,No,Yes,Yes,No,Giving,No,No,,No,No,Cool headed,Standard hours,No,Happy,Yes,Yes,Yes,Yes,A.M.,Yes,Start,Yes,No,Circumstances,No,Yes,No,No,Yes,Mysterious,Yes,No,Tunes,Technology,No,No,Yes,No,No,,Yes,PC,,Risk-friendly,,,,,No,In-person,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3458,1988,Male,"under $25,000",Single (no kids),Current Undergraduate,Republican,,,,,,,,,,,,,Yes,Yes,,Study first,No,No,,Yes,,,,,,,,,,,,,,,,Yes,Start,,Yes,,Yes,,,,,,,,,,,,,,,,,PC,,,,,,,,,,No,,Yes,Grrr people,Yes,No,No,Yes,No,Yes,,,,,,,,Pessimist,Mom,,Yes,No,Yes,,,,,,,,Yes,,Yes,
3459,1977,,"$25,001 - $50,000",Married (w/kids),Associate's Degree,Republican,,Yes,No,Yes,No,No,Public,No,Yes,No,Yes,Yes,No,Yes,Science,Try first,No,No,Yes,Yes,Receiving,No,No,Idealist,Yes,Yes,Hot headed,Standard hours,No,Happy,No,Yes,No,No,P.M.,No,Start,Yes,Yes,Circumstances,Yes,Yes,Yes,No,No,Mysterious,Yes,No,Talk,People,No,No,Yes,Yes,No,,No,PC,Yes,Risk-friendly,No,Umm...,No,Socialize,No,Online,Yes,No,Yes,Yes,Grrr people,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,Rent,Pessimist,Dad,Yes,No,,Yes,Check!,No,No,No,Yes,Yes,Yes,Yes,No,No,No
3460,1991,Male,"$25,001 - $50,000",Single (no kids),Current Undergraduate,Democrat,Yes,Yes,No,No,No,Yes,Public,No,Yes,No,No,No,Yes,Yes,Art,Study first,Yes,Yes,No,Yes,Giving,Yes,No,Pragmatist,Yes,Yes,Cool headed,Odd hours,No,Right,No,Yes,No,Yes,A.M.,Yes,End,No,No,Me,Yes,Yes,Yes,Yes,Yes,Mysterious,No,No,Tunes,Technology,No,No,Yes,Yes,No,Demanding,No,PC,Yes,Cautious,Yes,Yes!,No,Space,No,Online,No,No,Yes,Yes,Grrr people,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Rent,Pessimist,Dad,Yes,No,No,Yes,Nope,Yes,No,No,Yes,No,No,Yes,Yes,No,No
3461,1944,Male,"over $150,000",Married (no kids),,Democrat,,,No,No,No,Yes,Public,No,Yes,No,No,No,No,Yes,Art,,No,No,No,,Giving,Yes,No,,Yes,No,,,Yes,,,Yes,No,Yes,,Yes,,Yes,No,Me,Yes,,,No,,Mysterious,,No,,,,,Yes,,No,,No,Mac,Yes,,Yes,,No,,No,,No,,,Yes,,,,,,,,No,Yes,Yes,No,No,No,Own,Optimist,Mom,No,Yes,Yes,No,Nope,Yes,No,No,Yes,,,Yes,No,No,No
3462,1967,Female,"$25,001 - $50,000",Single (w/kids),Bachelor's Degree,Democrat,Yes,Yes,No,Yes,,Yes,Public,No,Yes,No,No,No,,,,Study first,No,No,,No,Giving,Yes,,Pragmatist,Yes,Yes,Cool headed,Standard hours,No,Happy,,Yes,No,,P.M.,,Start,,No,,,No,Yes,Yes,No,,Yes,,Talk,People,,,Yes,No,,,No,,,,No,Yes!,Yes,Space,,In-person,Yes,Yes,Yes,Yes,Grrr people,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,,,Dad,No,Yes,Yes,Yes,Check!,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No
3463,1998,Female,"under $25,000",Single (no kids),Current K-12,Democrat,Yes,Yes,No,,,,,,No,No,,,,,,Try first,Yes,Yes,,Yes,,,Yes,Idealist,No,Yes,Cool headed,Standard hours,No,Happy,Yes,No,No,Yes,P.M.,Yes,Start,Yes,No,Circumstances,Yes,No,,,,,,,,,,Yes,,No,,Supportive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optimist,Mom,No,,,,,,No,No,,,,Yes,No,,
3464,1967,Female,,Single (no kids),Bachelor's Degree,Democrat,,,,,,,,No,Yes,No,Yes,Yes,Yes,Yes,Science,Study first,No,No,No,No,Giving,,,,,,,,,,,,No,No,A.M.,Yes,End,No,No,Circumstances,No,No,No,No,Yes,TMI,Yes,No,Talk,Technology,Yes,Yes,Yes,No,Yes,Demanding,No,PC,,,,,,,,,,,,,,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Rent,Optimist,Mom,No,Yes,Yes,No,Check!,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes
3467,1995,Male,"$75,000 - $100,000",Single (no kids),Current Undergraduate,Democrat,,Yes,No,No,No,Yes,Public,No,No,No,No,No,,,,Study first,Yes,No,No,No,Giving,Yes,Yes,Pragmatist,No,No,,,No,Right,Yes,No,,Yes,P.M.,Yes,Start,No,No,Me,Yes,Yes,No,Yes,No,Mysterious,No,No,Tunes,People,,No,Yes,Yes,Yes,Supportive,No,PC,No,Cautious,,Umm...,No,Space,No,In-person,No,No,Yes,Yes,Grrr people,Yes,,Yes,No,No,Yes,Yes,No,No,No,No,No,Rent,Optimist,Dad,No,No,No,No,Nope,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes
3468,1995,Male,"under $25,000",Single (no kids),Current Undergraduate,Republican,,No,No,Yes,No,Yes,Public,No,No,No,No,Yes,No,Yes,,Study first,No,No,,No,Giving,Yes,,Idealist,Yes,Yes,Cool headed,Standard hours,No,Happy,No,No,No,Yes,P.M.,Yes,Start,Yes,Yes,Circumstances,Yes,,Yes,No,No,,No,No,Tunes,Technology,No,Yes,Yes,Yes,No,Demanding,No,PC,Yes,Risk-friendly,,Umm...,Yes,Space,No,,No,No,Yes,Yes,Grrr people,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Own,Optimist,Dad,No,No,,Yes,Nope,Yes,No,No,Yes,Yes,No,Yes,Yes,No,
